Item Code,UPC ID,Item Name,Grammage,MRP,Batch,Zone Identifier,Location,Entity Vendor,Quantity
10142407,8906167242036,Whole Farm Premium Small Sabudana/Motidana/Sago,500 g,120,,,,,
10142407,8906167242036,Whole Farm Premium Small Sabudana/Motidana/Sago,500 g,70,,,,,
10142408,8906167242043,Whole Farm Premium Moong (Sabut) Green,500 g,210,,,,,
10142408,8906167242043,Whole Farm Premium Moong (Sabut) Green,500 g,110,,,,,
10142410,8906167242067,Whole Farm Grocery Kabuli Chana (Medium Size),1 kg,299,,,,,
10142412,8906167242074,Whole Farm Premium Pachmel Mix Dal,500 g,130,,,,,
10142414,8906167242098,Whole Farm Premium Moong (Sabut) (1 kg),1 kg,215,,,,,
10142415,8906167242104,Whole Farm Premium Moong Dal (Chilka) Green,500 g,105,,,,,
10142416,8906167242111,Whole Farm Premium Corn Flour (Starch)(Packet),500 g,50,,,,,
10142416,8906167242111,Whole Farm Premium Corn Flour (Starch)(Packet),500 g,45,,,,,
10142417,8906167242128,Whole Farm Grocery Moong Dal (Chilka) Split(Packet),1 kg,180,,,,,
10142418,8906167242135,Whole Farm Premium Urad (Sabut) Black(Packet),500 g,110,,,,,
10142418,8906167242135,Whole Farm Premium Urad (Sabut) Black(Packet),500 g,125,,,,,
10142420,8906167242159,Whole Farm Premium Matki/ Moth Dal - Sabut (Whole)(Packet),500 g,95,,,,,
10142421,8906167242166,Whole Farm Premium Urad Dal (Chilka)(Packet),500 g,125,,,,,
10142421,8906167242166,Whole Farm Premium Urad Dal (Chilka)(Packet),500 g,100,,,,,
10142422,8906167242173,Whole Farm Grocery Urad Dal (Chilka)(Packet),1 kg,200,,,,,
10142423,8906167242180,Whole Farm Premium Munakka(Packet),200 g,240,,,,,
10142423,8906167242180,Whole Farm Premium Munakka(Packet),200 g,299,,,,,
10142425,8906167242203,Whole Farm Premium Katira Gond(Packet),50 g,30,,,,,
10142426,8906167242210,Whole Farm Premium Choti Elachi/ Green Cardamom Whole(Packet),50 g,320,,,,,
10142427,8906167242227,Whole Farm Premium Javitri(Packet),50 g,350,,,,,
10142428,8906167242234,Whole Farm Premium Raw Peanuts(Packet),500 g,135,,,,,
10142430,8906167242258,Whole Farm Premium Raw Peanuts(Packet),1 kg,265,,,,,
10142431,8906167242265,Whole Farm Premium Roasted & Salted Pistachios(Packet),200 g,399,,,,,
10142431,8906167242265,Whole Farm Premium Roasted & Salted Pistachios(Packet),200 g,550,,,,,
10142432,8906167242272,Whole Farm Premium Kasuri Methi(Packet),50 g,60,,,,,
10142433,8906167242289,Whole Farm Premium Moong Dal (Dhuli) Yellow(Packet),500 g,105,,,,,
10142435,8906167242302,Whole Farm Premium Rajma Chitra(Packet),500 g,115,,,,,
10142435,8906167242302,Whole Farm Premium Rajma Chitra(Packet),500 g,120,,,,,
10142435,8906167242302,Whole Farm Premium Rajma Chitra(Packet),500 g,155,,,,,
10142436,8906167242319,Whole Farm Grocery Rajma Chitra(Packet),1 kg,190,,,,,
10142436,8906167242319,Whole Farm Grocery Rajma Chitra(Packet),1 kg,240,,,,,
10142437,8906167242326,Whole Farm Premium Urad Dal (Dhuli)(Packet),500 g,105,,,,,
10142437,8906167242326,Whole Farm Premium Urad Dal (Dhuli)(Packet),500 g,125,,,,,
10142438,8906167242333,Whole Farm Premium Red Lobiya(Packet),500 g,115,,,,,
10142439,8906167242340,Whole Farm Premium Kashmiri Red Rajma(Packet),500 g,150,,,,,
10142439,8906167242340,Whole Farm Premium Kashmiri Red Rajma(Packet),500 g,105,,,,,
10142440,8906167242357,Whole Farm Premium Moong Dal (Dhuli) (1 kg)(Packet),1 kg,205,,,,,
10142441,8906167242371,Whole Farm Premium Sooji/Rava,500 g,40,,,,,
10142441,8906167242371,Whole Farm Premium Sooji/Rava,500 g,42,,,,,
10142442,8906167242388,Whole Farm Premium Maida/Refined Wheat Flour,500 g,42,,,,,
10142442,8906167242388,Whole Farm Premium Maida/Refined Wheat Flour,500 g,40,,,,,
10142443,8906167242395,Whole Farm Premium Rice Flour/Rice Atta(Packet),500 g,40,,,,,
10142443,8906167242395,Whole Farm Premium Rice Flour/Rice Atta(Packet),500 g,45,,,,,
10142444,8906167242364,Whole Farm Grocery Urad Dal (Dhuli)(Packet),1 kg,250,,,,,
10142444,8906167242364,Whole Farm Grocery Urad Dal (Dhuli)(Packet),1 kg,195,,,,,
10142446,8906167240544,Whole Farm Grocery Idli Rice(Packet),5 kg,499,,,,,
10142448,8906167240568,Whole Farm Grocery Raw HMT Kolam Rice(Packet),5 kg,500,,,,,
10142448,8906167240568,Whole Farm Grocery Raw HMT Kolam Rice(Packet),5 kg,590,,,,,
10142449,8906167240575,Whole Farm Grocery HMT Steam Kolam Rice(Packet),5 kg,565,,,,,
10142450,8906167240582,Whole Farm Grocery Surti Raw (Long Slender Grain) Kolam Rice (Raw) 5 kg(Packet),5 kg,600,,,,,
10142450,8906167240582,Whole Farm Grocery Surti Raw (Long Slender Grain) Kolam Rice (Raw) 5 kg(Packet),5 kg,499,,,,,
10142452,8906167240605,Whole Farm Grocery Broken Mogra Basmati Rice(Packet),5 kg,600,,,,,
10142454,8906167240629,Whole Farm Grocery Raw Sonamasuri Rice(Pouch),5 kg,530,,,,,
10142454,8906167240629,Whole Farm Grocery Raw Sonamasuri Rice(Pouch),5 kg,400,,,,,
10142455,8906167240636,Whole Farm Grocery Steam Sonamasuri Rice,5 kg,500,,,,,
10142455,8906167240636,Whole Farm Grocery Steam Sonamasuri Rice,5 kg,490,,,,,
10142456,8906167240162,Whole Farm Grocery Sugar (5 kg)(Packet),5 kg,299,,,,,
10142456,8906167240162,Whole Farm Grocery Sugar (5 kg)(Packet),5 kg,300,,,,,
10142456,8906167240162,Whole Farm Grocery Sugar (5 kg)(Packet),5 kg,490,,,,,
10142456,8906167240162,Whole Farm Grocery Sugar (5 kg)(Packet),5 kg,365,,,,,
10142457,8906167240179,Whole Farm Grocery Sugar (Packet)(Packet),1 kg,60,,,,,
10142457,8906167240179,Whole Farm Grocery Sugar (Packet)(Packet),1 kg,75,,,,,
10142515,8906095124619,Wonderland Foods Premium Dry Fruits Gift Pack (Healthy Festivities)(Pack),200 g,399,,,,,
10142528,8907089689350,Friendship day Greeting Card (Multicolor) - Archies(Packet),1 piece,70,,,,,
10142539,8904258109985,"Ambrane 5A Mobile & Laptop Fast GaN charger (3 Type C + 1 USB Port, 100W, Black)",1 unit,9999,,,,,
10142540,8904258107790,Ambrane Boosted Speed Charging Adapter (18W),1 unit,599,,,,,
10142541,8904258108100,"Ambrane Type C Boosted Speed Charging Adapter (Black, 20W)",1 unit,999,,,,,
10142542,8904258107448,Ambrane Dual Port Boosted Speed Multiport Charging Adapter (20W),1 unit,1299,,,,,
10142543,1002001549,"Wakefit Sleeping Pillow (27 x 16 Inches, 2Pc, White & Grey)",1 pack (2 pieces),1141,,,,,
10142544,8904109493195,Patanjali Dant Kanti Natural Herbal Toothpaste(Box),800 g,350,,,,,
10142546,8901559106323,Nippo Thor Leakproof AA Alkaline Battery,1 unit (10 pieces),250,,,,,
10142547,8901559106361,Nippo Thor AAA Alkaline Battery,1 unit (4 pieces),100,,,,,
10142548,8901559106330,Nippo Thor Leakproof AAA Alkaline Battery,1 unit (10 pieces),250,,,,,
10142549,8901559106378,Nippo Gold 3DG AA Carbon Zinc Battery,1 pack (4 unit),65,,,,,
10142550,8901559106385,Nippo Gold 4DG AAA Carbon Zinc Battery,1 pack (4 unit),65,,,,,
10142551,8901559106354,Nippo Thor Digi AA Alkaline Battery,1 pack (4 unit),100,,,,,
10142556,8904258103297,Ambrane 3A Fast Charging USB A to Micro USB Cable (White),1 unit,299,,,,,
10142561,8906167242401,Whole Farm Premium Red Chilli Whole,500 g,340,,,,,
10142562,8906167242418,Whole Farm Premium Cashew - 2 Halves,100 g,160,,,,,
10142563,8906167242425,Whole Farm Grocery Almonds (200 g),200 g,215,,,,,
10142564,8906167242432,Whole Farm Grocery Almonds,500 g,510,,,,,
10142565,8906167242449,Whole Farm Grocery Cashew (200 g),200 g,235,,,,,
10142565,8906167242449,Whole Farm Grocery Cashew (200 g),200 g,299,,,,,
10142566,8906167242456,Whole Farm Grocery Cashew,500 g,750,,,,,
10142567,8906167242463,Whole Farm Grocery Raisins,200 g,200,,,,,
10142567,8906167242463,Whole Farm Grocery Raisins,200 g,120,,,,,
10142568,8906167242470,Whole Farm Grocery Raisins 500 g,500 g,250,,,,,
10142569,8906167242487,Whole Farm Grocery Raw Peanuts,1 kg,255,,,,,
10142570,8906167242494,Whole Farm Premium Big Sabudana/Badadana/Sago,500 g,89,,,,,
10142570,8906167242494,Whole Farm Premium Big Sabudana/Badadana/Sago,500 g,69,,,,,
10142571,8906167242500,Whole Farm Premium Rock Salt / Sendha Namak Powder,200 g,40,,,,,
10142571,8906167242500,Whole Farm Premium Rock Salt / Sendha Namak Powder,200 g,25,,,,,
10142572,8906167242517,Whole Farm Premium Roasted Chana Dal,500 g,95,,,,,
10142573,8906167242531,Whole Farm Grocery Raw (Broken Grain) Broken Rice,1 kg,77,,,,,
10142573,8906167242531,Whole Farm Grocery Raw (Broken Grain) Broken Rice,1 kg,70,,,,,
10142575,8906167242579,Whole Farm Premium Dosa Rice,1 kg,75,,,,,
10142576,8906167242876,Whole Farm Premium Red Rajma,500 g,135,,,,,
10142577,8906167242609,Whole Farm Premium Raisins,200 g,165,,,,,
10142578,8906167242616,Whole Farm Premium Raisins,500 g,255,,,,,
10142579,8906167242623,Whole Farm Premium Afghan Raisins,100 g,80,,,,,
10142580,8906167242890,Whole Farm Premium Methi Seeds,100 g,40,,,,,
10142581,8906167242906,Whole Farm Premium Nutmeg Whole/Jaiphal,50 g,120,,,,,
10142582,8906167242586,Whole Farm Grocery Govindo Bhog Rice,1 kg,160,,,,,
10142583,8906167242593,Whole Farm Premium Govindo Bhog Rice(Packet),1 kg,140,,,,,
10142585,8906167242647,Whole Farm Premium (Short Grain) Idli Rice(Packet),1 kg,82,,,,,
10142585,8906167242647,Whole Farm Premium (Short Grain) Idli Rice(Packet),1 kg,85,,,,,
10142586,8906167242920,Whole Farm Premium Black Peppercorns/Kali Mirch,100 g,180,,,,,
10142588,8906167242845,Whole Farm Premium Urad Gota/Gola,500 g,110,,,,,
10142588,8906167242845,Whole Farm Premium Urad Gota/Gola,500 g,125,,,,,
10142589,8906167242838,Whole Farm Grocery Moong Dal (Dhuli),1 kg,200,,,,,
10142590,8906167242821,Whole Farm Grocery Urad Gota,1 kg,215,,,,,
10142591,8906167242661,Whole Farm Premium Lachkari Raw Kolam Rice,1 kg,160,,,,,
10142591,8906167242661,Whole Farm Premium Lachkari Raw Kolam Rice,1 kg,120,,,,,
10142592,8906167242678,Whole Farm Grocery Rajabhogam Boiled Ponni Rice/Puzhungal Arisi,5 kg,550,,,,,
10142594,8906167242883,Whole Farm Premium Poppy Seeds/Khus Khus,100 g,280,,,,,
10142595,8906167242692,Whole Farm Grocery Wada Kolam Rice,10 kg,850,,,,,
10142595,8906167242692,Whole Farm Grocery Wada Kolam Rice,10 kg,1200,,,,,
10142596,8906167242708,Whole Farm Premium Red Matta Rice,1 kg,120,,,,,
10142596,8906167242708,Whole Farm Premium Red Matta Rice,1 kg,95,,,,,
10142599,8906167243101,Whole Farm Premium Raisins,100 g,60,,,,,
10142599,8906167243101,Whole Farm Premium Raisins,100 g,65,,,,,
10142602,8906167243088,Whole Farm Grocery Mini Broken Mogra Basmati Rice,10 kg,599,,,,,
10142602,8906167243088,Whole Farm Grocery Mini Broken Mogra Basmati Rice,10 kg,1200,,,,,
10142603,8906167243071,Whole Farm Grocery Surti Raw Kolam Rice,10 kg,1200,,,,,
10142604,8906167242982,Whole Farm Premium Walnut Kernels,200 g,395,,,,,
10142605,8906167242975,Whole Farm Premium Broken Walnut Kernels,200 g,295,,,,,
10142606,8906167243064,Whole Farm Premium Parmal Rice,1 kg,120,,,,,
10142610,8906167242753,Whole Farm Premium Saunf Seeds,200 g,180,,,,,
10142611,8906167242760,Whole Farm Premium Black Small Mustard Seeds/Rai,200 g,35,,,,,
10142611,8906167242760,Whole Farm Premium Black Small Mustard Seeds/Rai,200 g,80,,,,,
10142612,8906167242777,Whole Farm Premium Yellow Small Mustard Seeds/Rai,100 g,25,,,,,
10142612,8906167242777,Whole Farm Premium Yellow Small Mustard Seeds/Rai,100 g,25.1,,,,,
10142613,8906167242784,Whole Farm Premium Broken Walnut Kernels,100 g,155,,,,,
10142614,8906167242869,Whole Farm Premium Pulses Soyabean,500 g,85,,,,,
10142616,8906167242852,Whole Farm Premium White Dried Peas/Safed Matar,500 g,80,,,,,
10142616,8906167242852,Whole Farm Premium White Dried Peas/Safed Matar,500 g,90,,,,,
10142618,8906167242807,Whole Farm Premium Masoor Chatti (Small),500 g,85,,,,,
10142618,8906167242807,Whole Farm Premium Masoor Chatti (Small),500 g,80,,,,,
10142619,8906167242913,Whole Farm Premium Star Anise,50 g,120,,,,,
10142620,8906167242968,Whole Farm Premium Tamarind (Imli),200 g,80,,,,,
10142621,8906167242814,Whole Farm Premium White Lobiya,500 g,80,,,,,
10142623,8906167243019,Whole Farm Premium Steam Sonamasuri Rice,1 kg,100,,,,,
10142623,8906167240319,Whole Farm Premium Steam Sonamasuri Rice,1 kg,100,,,,,
10142623,8906167243019,Whole Farm Premium Steam Sonamasuri Rice,1 kg,100.1,,,,,
10142624,8906167242951,Whole Farm Premium Tamarind (Imli) (500 g),500 g,130,,,,,
10142625,8906167243002,Whole Farm Premium Turmeric Whole/Haldi,200 g,70,,,,,
10142626,8906167242937,Whole Farm Premium White Sesame Seeds/Til,100 g,65,,,,,
10142627,8906167242944,Whole Farm Premium Nylon White Sesame Seeds,50 g,25,,,,,
10142628,8906167242999,Whole Farm Grocery Makhana,100 g,160,,,,,
10142628,8906167242999,Whole Farm Grocery Makhana,100 g,210,,,,,
10142631,8904320022273,Agaro LR2007 Rechargeable Lint Remover 5W (Light Green),1 unit,1499,,,,,
10142634,8904216513274,"Pigeon Brewster Coffee Maker (Black, 600W)",1 unit,2195,,,,,
10142635,8904109498633,Patanjali Dant Kanti Natural Herbal Toothpaste (500 g)(Box),500 g,245,,,,,
10142636,8904009602222,Kotex Overnight Period Panty (L - XL)(Box),1 pack (10 pieces),450,,,,,
10142639,8906120106504,Farmley Mix Dry Fruit Potli,700 g,999,,,,,
10142639,8906120106504,Farmley Mix Dry Fruit Potli,700 g,917,,,,,
10142642,8904216519511,"Pigeon Zoom Electric Chopper (30W, Blue)",1 unit,1295,,,,,
10142643,8906167242524,Whole Farm Grocery Long Grain (Long Grain) Parmal Rice,5 kg,499,,,,,
10142648,887961928068,Barbie Baby Doctor Doll Playset with Role-play Clothing & Accessories,1 unit,1499,,,,,
10142653,194735094226,Barbie Doll in Lavender Metallic Mini Dress with Trendy Clothes & Accessories,1 unit,599,,,,,
10142679,8000500411469,Ferrero Rocher Moments Chocolate Gift Pack (16 pieces)(Box),92.8 g,249,,,,,
10142680,8904258102559,"Ambrane AWC-38 Fast Charging Wall Charging Adapter (10.5W, White)",1 unit,499,,,,,
10142682,8907089817012,Archies Double Sided Gift Wrapping Paper (Golden)(Packet),1 pack (3 pieces),175,,,,,
10142684,8904130865954,boAt BassHeads 104 Wired Earphones (Black),1 unit,999,,,,,
10142686,8904130865985,boAt BassHeads 104 Wired Earphones (White),1 unit,999,,,,,
10142719,8000500396469,Ferrero Rocher Moments Chocolate Gift Pack (32 pieces)(Box),185.6 g,499,,,,,
10142729,8908021514464,"Nu Republic Creed Ultra HD Smart Watch (2.0"", Silver/Orange)",1 unit,12999,,,,,
10142731,5010866046311,Roop Sagar Bindi - 7 mm (Maroon)(Packet),1 pack (60 pieces),40,,,,,
10142732,5010866046312,"Roop Sagar Bindi (6 mm, Red)(Packet)",1 pack (60 pieces),40,,,,,
10142733,5010866046313,"Roop Sagar Bindi (4 mm, Maroon)(Packet)",1 pack (60 pieces),40,,,,,
10142734,5010866046314,"Roop Sagar Bindi (4 mm, Multicolour)(Packet)",1 pack (60 pieces),40,,,,,
10142735,5010866046315,"Roop Sagar Bindi (4 mm, Red)(Packet)",1 pack (60 pieces),40,,,,,
10142741,8906160650647,Mr. Makhana Himalayan Salt & Pepper Flavoured Makhana (Standee Pouch)(Packet),60 g,120,,,,,
10142741,8906160650647,Mr. Makhana Himalayan Salt & Pepper Flavoured Makhana (Standee Pouch)(Packet),55.0 GM,150,,,,,
10142741,8906160650647,Mr. Makhana Himalayan Salt & Pepper Flavoured Makhana (Standee Pouch)(Packet),55 g,120,,,,,
10142747,7622202228186,Cadbury Celebrations Premium Selections Chocolate Gift Pack(Box),339 g,575,,,,,
10142748,8906130900741,Orion Strawberry Choco Pie(Box),1 pack (25 g x 20 pieces),350,,,,,
10142759,8901071704670,Hershey's Kisses Festive Moments Chocolate Gift Pack(Box),1 pack (171 g x 4 pieces),450,,,,,
10142759,8901071704670,Hershey's Kisses Festive Moments Chocolate Gift Pack(Box),171 g,499,,,,,
10142762,9193068226721,Charkhi With 1000 m Bareilly Manjha / Kite Thread (Colour may Vary) - Navum(Box),1 piece,699,,,,,
10142763,9193068226722,White Saddhi 75 m Kite Thread with Charkhi (White) - Navum(Box),1 piece,199,,,,,
10142769,8906159410283,Bauli Moonfils Chocolate Crme Soft Croissant - Egg(Packet),1 pack (4 x 45 g),80,,,,,
10142773,7419871239380,DesiDiya Digital Kitchen Weighing Machine (White),1 unit,499,,,,,
10142774,8904086303050,"Vega Miss Versatile Hair Styling Kit, VHSS-03 (Black, 1000W)",1 set (3 pieces),3199,,,,,
10142778,3350900000394,Embryolisse Lait-Creme Concentre - Moisturizer and Primer(Tube),30 ml,1450,,,,,
10142782,8905650018981,"boAt Dualport Wall charger (20W, White)",1 unit,2490,,,,,
10142790,8000500399583,Ferrero Rocher Moments Chocolate Gift Pack (8 Pieces)(Packet),1 pack (46.4 g x 8 pieces),125,,,,,
10142790,8000500399583,Ferrero Rocher Moments Chocolate Gift Pack (8 Pieces)(Packet),1 pack (5.8 g x 8 pieces),125,,,,,
10142816,7610400093491,Lindt Lindor Irresistibly Smooth Milk Chocolate Gift Pack(Box),100 g,500,,,,,
10142817,7610400093507,Lindt Lindor Irresistibly Smooth Assorted Chocolate Gift Pack - 100 g(Box),100 g,500,,,,,
10142820,8908005312277,4700BC Chocolate And Caramel Gourmet Gift Pack Combo(Cup),275 g,499,,,,,
10142823,840080511610,"Amazon Echo Dot Smart Speaker with Alexa & Bluetooth (5th Gen, 15W, Black)",1 unit,5499,,,,,
10142874,8904250306351,Shubhkart Nirmal Kesar Chandan Incense Sticks / Agarbatti Zipper(Pouch),150 g,75,,,,,
10142875,8904250311942,Darshana Pooja Ghee by Shubhkart(Jar),200 ml,75,,,,,
10142891,8904250310334,Shubhkart Gaugaurav Incense Sticks / Agarbatti(Box),1 pack (50 pieces),75,,,,,
10142892,8904250310358,Shubhkart Gaugaurav Dhoop Cones(Box),1 pack,40,,,,,
10142893,8904250300014,Nitya Brass Choumukha by Shubhkart(Box),1 piece,280,,,,,
10142893,8904250300014,Nitya Brass Choumukha by Shubhkart(Box),1 piece,220,,,,,
10142896,8906097591396,"Fast&Up BCAA (40 Servings, Watermelon) for Recovery & Performance Boost(Container)",280 g,1300,,,,,
10142897,8908005312284,4700BC Gourmet Gift Pack Combo Box(Cup),325 g,699,,,,,
10142905,097855120229,Logitech MK235 Wireless Keyboard & Mouse Combo (Black),1 unit,2095,,,,,
10142906,097855112873,Logitech H111 Wired On Ear Headphones With Mic (Black),1 unit,955,,,,,
10142907,840080575438,Amazon Fire TV Stick Lite with Alexa Voice Remote (Black),1 unit,3999,,,,,
10142908,840080597188,Amazon Fire TV Stick 3rd Generation with Alexa Voice Remote (Black),1 unit,4999,,,,,
10142935,9193068226726,Navum Cotton Saree with Golden Border (White)(Packet),1 piece,999,,,,,
10142937,9193068226724,Paper Kite (Colour may Vary) - Navum(Packet),1 pack (5 pieces),199,,,,,
10142942,7419870456528,Djokr Level Up Long Lasting Men's Perfume Gift Set(Box),1 pack (20 ml x 4 pieces),849,,,,,
10142943,4987176179906,Tide Matic Front Load Liquid Detergent(Pack),850 ml,199,,,,,
10142943,4987176179906,Tide Matic Front Load Liquid Detergent(Pack),850 ml,195,,,,,
10142943,4987176179906,Tide Matic Front Load Liquid Detergent(Pack),850 ml,192,,,,,
10142944,4987176220288,Tide Matic Front Load Liquid Detergent(Pack),2 l,430,,,,,
10142944,4987176220288,Tide Matic Front Load Liquid Detergent(Pack),2 l,490,,,,,
10142944,4987176179951,Tide Matic Front Load Liquid Detergent(Pack),2 l + 200 ml,490,,,,,
10142944,4987176300355,Tide Matic Front Load Liquid Detergent(Pack),2 l,430,,,,,
10142953,8901030945724,Comfort Fabric Conditioner (Perfume Deluxe)(Pack),2 l,550,,,,,
10142953,8909106020122,Comfort Fabric Conditioner (Perfume Deluxe)(Pack),2.0 LT,550,,,,,
10142956,3653294172914,"Retro Circulo Flint Lighter (Colour may Vary, Refillable) - Stash Pro",1 piece,80,,,,,
10142956,3653294172914,"Retro Circulo Flint Lighter (Colour may Vary, Refillable) - Stash Pro",1 piece,70,,,,,
10142961,8904004405811,Raj Bhog By Haldiram's Nagpur,1 kg,225,,,,,
10143018,8904004405224,Sweet Soan Cake Patisa by Haldiram's Nagpur(Box),200 g,75,,,,,
10143026,8906008100051,Home Fresh Food Wrapping Aluminium Foil - 18 m(Box),1 pack,249,,,,,
10143027,8906008100037,Home Fresh Food Wrapping Aluminium Foil - 72 m(Box),1 pack,799,,,,,
10143028,8904320009588,"Agaro Style Pro Hair Dryer (Black, 2000W)",1 unit,2595,,,,,
10143029,8904320015053,"AGARO Professional Hair Dryer, Volumizer & Styler",1 unit,3999,,,,,
10143030,8904320015039,"Agaro Primo Digital Tyre Inflator (Black, 120W)",1 unit,4499,,,,,
10143031,8904320017477,"Agaro Portable Car Vacuum Cleaner (Black, 110W)",1 unit,2699,,,,,
10143032,8906047529448,Agaro Atom Electric Full Body Hand Held Massager (Black),1 unit,1995,,,,,
10143033,8904320021313,Agaro Signify Handheld Garment Steamer 1500W (Black & Blue),1 unit,4299,,,,,
10143035,8904385414273,Lifelong ABS Health Faucet With SS-304 Grade Hand Jet (White),1 piece,1400,,,,,
10143036,8904320009496,"Agaro CR3001 Soft And Durable Callus Remover (White, 5W)",1 unit,1699,,,,,
10143037,8904320003500,"Agaro HD1214 Hair Dryer with Overheat Protection (Black, 1400W)",1 unit,1245,,,,,
10143038,8904385409736,"Lifelong Urbane HD Smart Watch (1.32"", Black)",1 unit,12999,,,,,
10143039,8904385407893,"Lifelong Ornate HD Smart Watch (2.0"", Silver)",1 unit,11999,,,,,
10143042,8908016849321,Premium Dry Petha by Gulab(Box),400 g,160,,,,,
10143049,8908010763019,Phool Citronella Mosquito Repellant Incense Sticks(Pack),1 pack,165,,,,,
10143049,8908010763019,Phool Citronella Mosquito Repellant Incense Sticks(Pack),200 g,165,,,,,
10143050,8908010763170,Phool Eucalyptus Mosquito Repellant Incense Sticks(Pack),1 pack,165,,,,,
10143050,8908010763170,Phool Eucalyptus Mosquito Repellant Incense Sticks(Pack),200 g,165,,,,,
10143054,8906167243286,Whole Farm Premium Puffed Rice - Muri(Pouch),200 g,49,,,,,
10143056,8906167243330,Whole Farm Grocery Nakul Dana / Elaichi Dana(Pouch),200 g,39,,,,,
10143057,8906167243309,Whole Farm Premium Kolam Rice/Bullet Raw Wada / Lachkari(Pouch),1 kg,120,,,,,
10143058,8906167243316,Whole Farm Grocery Jeera Rice(Pouch),1 kg,160,,,,,
10143059,8906167243323,Whole Farm Grocery Raw Sonamasuri Rice (6 - 12 months) - 10 kg(Pouch),10 kg,1050,,,,,
10143060,8906167243408,Whole Farm Premium Raw Wada Kolam Rice(Pouch),5 kg,499,,,,,
10143060,8906167243408,Whole Farm Premium Raw Wada Kolam Rice(Pouch),5 kg,600,,,,,
10143061,8906167243415,Whole Farm Grocery Boiled Ponni Rice(Pouch),5 kg,460,,,,,
10143062,8906167243422,Whole Farm Grocery Raw Ponni Rice(Pouch),5 kg,530,,,,,
10143063,8906167243439,Whole Farm Grocery Boiled Ponni Rice(Pouch),1 kg,95,,,,,
10143064,8906167243446,Whole Farm Grocery Steam Sonamasuri Rice(Pouch),1 kg,120,,,,,
10143064,8906167243446,Whole Farm Grocery Steam Sonamasuri Rice(Pouch),1 kg,100,,,,,
10143065,8906167243477,Whole Farm Premium Roasted Sooji/Rava(Pouch),500 g,50,,,,,
10143065,8906167243477,Whole Farm Premium Roasted Sooji/Rava(Pouch),500 g,60,,,,,
10143066,8906167243491,Whole Farm Grocery Maida/Refined Wheat Flour(Pouch),500 g,40,,,,,
10143067,8906167243514,Whole Farm Premium Kalonji(Pouch),100 g,60,,,,,
10143068,8906167243521,Whole Farm Premium Roasted Daliya(Pouch),500 g,60,,,,,
10143069,8906167243538,Whole Farm Premium Chana Sattu(Pouch),500 g,120,,,,,
10143069,8906167243538,Whole Farm Premium Chana Sattu(Pouch),500 g,105,,,,,
10143071,8906167243552,Whole Farm Premium Bansi Sooji/Rava(Pouch),500 g,40,,,,,
10143074,8906167243613,Whole Farm Grocery Broken Mogra Basmati Rice(Packet),10 kg,1100,,,,,
10143076,8906167243125,Whole Farm Premium Bajra/Pearl Millets(Pouch),500 g,40,,,,,
10143078,8906167243149,Whole Farm Grocery Sooji/Rava(Pouch),500 g,40,,,,,
10143082,8906167243187,Whole Farm Premium Idli Sooji/Rava(Pouch),500 g,40,,,,,
10143082,8906167243187,Whole Farm Premium Idli Sooji/Rava(Pouch),500 g,55,,,,,
10143084,8906167243200,Whole Farm Grocery Kheel/Khoi/ Lahya(Pouch),50 g,50,,,,,
10143085,8906167243217,Whole Farm Grocery Thin Poha / Patla Avalakki(Pouch),500 g,60,,,,,
10143085,8906167243217,Whole Farm Grocery Thin Poha / Patla Avalakki(Pouch),500 g,66,,,,,
10143086,8906167243224,Whole Farm Premium Barik Sooji/Rava(Pouch),500 g,35,,,,,
10143087,8906167243231,Whole Farm Premium Chana Dal Unpolished(Pouch),1 kg,160,,,,,
10143088,8906167243248,Whole Farm Grocery Besan(Pouch),500 g,79,,,,,
10143088,8906167243248,Whole Farm Grocery Besan(Pouch),500 g,90,,,,,
10143089,8906167243347,Whole Farm Premium Green Moong Dal (Chilka)(Pouch),1 kg,205,,,,,
10143089,8906167243347,Whole Farm Premium Green Moong Dal (Chilka)(Pouch),1 kg,250,,,,,
10143090,8906167243354,Whole Farm Premium Kabuli Chana (Big Size)(Pouch),500 g,130,,,,,
10143091,8906167243361,Whole Farm Premium Moong Dal (Chilka)(Pouch),1 kg,205,,,,,
10143093,890616724385,Whole Farm Grocery Sona Moong Dal(Pouch),500 g,140,,,,,
10143093,8906167243385,Whole Farm Grocery Sona Moong Dal(Pouch),500 g,140,,,,,
10143094,8906167243460,Whole Farm Premium Black Raisins/Black Kishmish(Pouch),100 g,60,,,,,
10143094,8906167243460,Whole Farm Premium Black Raisins/Black Kishmish(Pouch),100 g,90,,,,,
10143095,8906167243484,Whole Farm Premium Red Chilli Powder(Pouch),200 g,140,,,,,
10143096,8906167243507,Whole Farm Premium Plain Pistachios(Pouch),100 g,400,,,,,
10143097,8906167243569,Whole Farm Premium Coriander Seeds/Dhania(Pouch),500 g,125,,,,,
10143098,8906167243620,Whole Farm Grocery Thick Poha / Avalakki(Pouch),500 g,50,,,,,
10143098,8906167243620,Whole Farm Grocery Thick Poha / Avalakki(Pouch),500 g,68,,,,,
10143099,8906167243576,Whole Farm Premium Shah Jeera / Caraway Seeds(Pouch),100 g,150,,,,,
10143100,8906167243590,Whole Farm Premium Panch Phoron Whole(Pouch),50 g,40,,,,,
